 03/04/19 POWER TECHNOLOGIES    100.0 0    0 NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
BUS DATA FOLLOWS                     39 ITEMS
   1 1             1  1  0 1.0485  -8.37     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    1
   2 2             1  1  0 1.0516  -5.77     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    2
   3 3             1  1  0 1.0364  -8.61   322.00     2.40     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    3
   4 4             1  1  0 1.0168  -9.51   500.00   184.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  1.0000    0    4
   5 5             1  1  0 1.0140  -8.43     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  2.0000    0    5
   6 6             1  1  0 1.0109  -7.73     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    6
   7 7             1  1  0 1.0019  -9.91   233.80    84.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    7
   8 8             1  1  0 1.0018 -10.40   522.00   176.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    8
   9 9             1  1  0 1.0306 -10.17     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0    9
  10 10            1  1  0 1.0213  -5.31     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   10
  11 11            1  1  0 1.0166  -6.13     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   11
  12 12            1  1  0 1.0048  -6.12     7.50    88.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   12
  13 13            1  1  0 1.0195  -6.00     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   13
  14 14            1  1  0 1.0196  -7.61     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   14
  15 15            1  1  0 1.0203  -7.84   320.00   153.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   15
  16 16            1  1  0 1.0353  -6.37   329.40    32.30     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   16
  17 17            1  1  0 1.0376  -7.42     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   17
  18 18            1  1  0 1.0358  -8.30   158.00    30.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   18
  19 19            1  1  0 1.0510  -1.22     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   19
  20 20            1  1  0 0.9917  -2.21   628.00   103.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   20
  21 21            1  1  0 1.0344  -4.08   274.00   115.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   21
  22 22            1  1  0 1.0512   0.25     0.00     0.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   22
  23 23            1  1  0 1.0463  -0.02   274.50    84.60     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   23
  24 24            1  1  0 1.0406  -6.29   308.60   -92.20     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   24
  25 25            1  1  0 1.0597  -4.38   224.00    47.20     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   25
  26 26            1  1  0 1.0546  -5.59   139.00    17.00     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   26
  27 27            1  1  0 1.0410  -7.58   281.00    75.50     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   27
  28 28            1  1  0 1.0517  -2.09   206.00    27.60     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   28
  29 29            1  1  0 1.0512   0.66   283.50    26.90     0.00    0.00    1.00 0.0000    0.00    0.00  0.0000  0.0000    0   29
  30 30            1  1  2 1.0480  -3.36     0.00     0.00   250.00  132.94    1.00 1.0480  800.00 -500.00  0.0000  0.0000    0   30
  31 31            1  1  3 0.9820   0.00     9.20     4.60   547.33  -45.97    1.00 0.9820  800.00 -500.00  0.0000  0.0000    0   31
  32 32            1  1  2 0.9830   2.66     0.00     0.00   650.00  185.27    1.00 0.9830  800.00 -500.00  0.0000  0.0000    0   32
  33 33            1  1  2 0.9970   4.00     0.00     0.00   632.00  101.14    1.00 0.9970  800.00 -500.00  0.0000  0.0000    0   33
  34 34            1  1  2 1.0120   2.98     0.00     0.00   508.00  161.38    1.00 1.0120  800.00 -300.00  0.0000  0.0000    0   34
  35 35            1  1  2 1.0490   5.21     0.00     0.00   650.00  200.25    1.00 1.0490  800.00 -500.00  0.0000  0.0000    0   35
  36 36            1  1  2 1.0640   7.82     0.00     0.00   560.00   97.19    1.00 1.0640  800.00 -500.00  0.0000  0.0000    0   36
  37 37            1  1  2 1.0280   2.39     0.00     0.00   540.00   -7.79    1.00 1.0280  800.00 -500.00  0.0000  0.0000    0   37
  38 38            1  1  2 1.0270   7.72     0.00     0.00   830.00   18.12    1.00 1.0270  800.00 -500.00  0.0000  0.0000    0   38
  39 39            1  1  2 1.0300  -9.94  1104.00   250.00  1000.00   73.60    1.00 1.0300 1500.00-1000.00  0.0000  0.0000    0   39
-999
BRANCH DATA FOLLOWS                  46 ITEMS
   1    2  0  0 1 0  0.003500  0.041100   0.69870     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     1
   1   39  0  0 1 0  0.001000  0.025000   0.75000     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     2
   2    3  0  0 1 0  0.001300  0.015100   0.25720     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     3
   2   25  0  0 1 0  0.007000  0.008600   0.14600     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     4
   2   30  0  0 1 1  0.000000  0.018100   0.00000     0     0     0    0 0  1.0250    0.00 0.0000 0.00000.00000  0.0000 0.0000     5
   3    4  0  0 1 0  0.001300  0.021300   0.22140     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     6
   3   18  0  0 1 0  0.001100  0.013300   0.21380     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     7
   4    5  0  0 1 0  0.000800  0.012800   0.13420     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     8
   4   14  0  0 1 0  0.000800  0.012900   0.13820     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     9
   5    6  0  0 1 0  0.000200  0.002600   0.04340     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    10
   5    8  0  0 1 0  0.000800  0.011200   0.14760     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    11
   6    7  0  0 1 0  0.000600  0.009200   0.11300     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    12
   6   11  0  0 1 0  0.000700  0.008200   0.13890     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    13
  31    6  0  0 1 2  0.000000  0.025000   0.00000     0     0     0    6 0  0.9714    0.00 0.8000 1.20000.05714  0.9800 1.1700    14
   7    8  0  0 1 0  0.000400  0.004600   0.07800     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    15
   8    9  0  0 1 0  0.002300  0.036300   0.38040     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    16
   9   39  0  0 1 0  0.001000  0.025000   1.20000     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    17
  10   11  0  0 1 0  0.000400  0.004300   0.07290     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    18
  10   13  0  0 1 0  0.000400  0.004300   0.07290     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    19
  10   32  0  0 1 1  0.000000  0.020000   0.00000     0     0     0    0 0  1.0700    0.00 0.0000 0.00000.00000  0.0000 0.0000    20
  12   11  0  0 1 1  0.001600  0.043500   0.00000     0     0     0    0 0  1.0060    0.00 0.0000 0.00000.00000  0.0000 0.0000    21
  12   13  0  0 1 1  0.001600  0.043500   0.00000     0     0     0    0 0  1.0060    0.00 0.0000 0.00000.00000  0.0000 0.0000    22
  13   14  0  0 1 0  0.000900  0.010100   0.17230     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    23
  14   15  0  0 1 0  0.001800  0.021700   0.36600     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    24
  15   16  0  0 1 0  0.000900  0.009400   0.17100     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    25
  16   17  0  0 1 0  0.000700  0.008900   0.13420     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    26
  16   19  0  0 1 0  0.001600  0.019500   0.30400     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    27
  16   21  0  0 1 0  0.000800  0.013500   0.25480     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    28
  16   24  0  0 1 0  0.000300  0.005900   0.06800     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    29
  17   18  0  0 1 0  0.000700  0.008200   0.13190     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    30
  17   27  0  0 1 0  0.001300  0.017300   0.32160     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    31
  19   20  0  0 1 1  0.000700  0.013800   0.00000     0     0     0    0 0  1.0600    0.00 0.0000 0.00000.00000  0.0000 0.0000    32
  19   33  0  0 1 1  0.000700  0.014200   0.00000     0     0     0    0 0  1.0700    0.00 0.0000 0.00000.00000  0.0000 0.0000    33
  20   34  0  0 1 1  0.000900  0.018000   0.00000     0     0     0    0 0  1.0090    0.00 0.0000 0.00000.00000  0.0000 0.0000    34
  21   22  0  0 1 0  0.000800  0.014000   0.25650     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    35
  22   23  0  0 1 0  0.000600  0.009600   0.18460     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    36
  22   35  0  0 1 1  0.000000  0.014300   0.00000     0     0     0    0 0  1.0250    0.00 0.0000 0.00000.00000  0.0000 0.0000    37
  23   24  0  0 1 0  0.002200  0.035000   0.36100     0     0     1    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000    38
